fdc_id,food_code,description,wweia_category_number,wweia_category_description,state_hint,kcal_per_100g,protein_g_per_100g,carbs_g_per_100g,fat_g_per_100g,fiber_g_per_100g,sugar_g_per_100g,sodium_mg_per_100g,atwater_kcal,atwater_ratio,publication_date
2705779,14610210,"Cheese, cottage cheese, with gelatin dessert and fruit",1604,Cottage/ricotta cheese,,75,5.32,9.91,1.74,0.4,8.52,170,76.6,1.021,2022-10-28
2705780,14610250,"Cheese, cottage cheese, with gelatin dessert and vegetables",1604,Cottage/ricotta cheese,,85,8.03,7.11,2.8,0.2,5.37,254,85.8,1.009,2022-10-28
2705748,14201010,"Cheese, cottage, creamed, large or small curd",1604,Cottage/ricotta cheese,,103,11.62,4.6,4.22,0,2.67,350,102.9,0.999,2022-10-28
2705753,14203010,"Cheese, cottage, dry curd",1604,Cottage/ricotta cheese,,72,10.34,6.66,0.29,0,1.85,372,70.6,0.981,2022-10-28
2705756,14204010,"Cheese, cottage, low fat",1604,Cottage/ricotta cheese,,82,11,4.31,2.3,0,4.1,321,81.9,0.999,2022-10-28
2705759,14207010,"Cheese, cottage, lowfat, lactose reduced",1604,Cottage/ricotta cheese,,82,11,4.31,2.3,0,4.1,321,81.9,0.999,2022-10-28
2705758,14206010,"Cheese, cottage, lowfat, low sodium",1604,Cottage/ricotta cheese,,72,12.4,2.7,1,0,2.7,13,69.4,0.964,2022-10-28
2705757,14204020,"Cheese, cottage, lowfat, with fruit",1604,Cottage/ricotta cheese,,85,7.3,10.3,1.57,0.3,9.31,209,84.5,0.994,2022-10-28
2705747,14200100,"Cheese, cottage, NFS",1604,Cottage/ricotta cheese,,82,11,4.31,2.3,0,4.1,321,81.9,0.999,2022-10-28
2705754,14203020,"Cheese, cottage, salted, dry curd",1604,Cottage/ricotta cheese,,71,10.24,6.59,0.29,0,1.83,755,69.9,0.985,2022-10-28
2705751,14202010,"Cheese, cottage, with fruit",1604,Cottage/ricotta cheese,,74,9.41,4.94,1.96,0.2,4.61,273,75.0,1.014,2022-10-28
2705752,14202020,"Cheese, cottage, with vegetables",1604,Cottage/ricotta cheese,,79,9.78,5.63,1.98,0.7,3.95,278,79.5,1.006,2022-10-28
2705714,14104400,"Cheese, Feta",1602,Cheese,,273,19.71,5.58,19.08,0,1.63,1034,272.9,1.000,2022-10-28
2705715,14104600,"Cheese, Fontina",1602,Cheese,,389,25.6,1.55,31.14,0,1.55,800,388.9,1.000,2022-10-28
2705716,14104700,"Cheese, goat",1602,Cheese,,364,21.58,0.12,29.84,0,0.12,415,355.4,0.976,2022-10-28
2705717,14105010,"Cheese, Gouda or Edam",1602,Cheese,,356,24.94,2.22,27.44,0,2.22,819,355.6,0.999,2022-10-28
2705718,14105200,"Cheese, Gruyere",1602,Cheese,,413,29.81,0.36,32.34,0,0.36,714,411.7,0.997,2022-10-28
2705719,14106010,"Cheese, Limburger",1602,Cheese,,327,20.05,0.49,27.25,0,0.49,800,327.4,1.001,2022-10-28
2705741,14120010,"Cheese, Mexican blend",1602,Cheese,,362,21.92,2.4,29.34,0,0.84,710,361.3,0.998,2022-10-28
2705742,14120020,"Cheese, Mexican blend, reduced fat",1602,Cheese,,282,24.69,3.41,19.4,0,0.56,776,287.0,1.018,2022-10-28
2705720,14106200,"Cheese, Monterey",1602,Cheese,,392,22.62,1.9,32.63,0,0.5,662,391.8,0.999,2022-10-28
2705721,14106500,"Cheese, Monterey, reduced fat",1602,Cheese,,313,28.2,0.7,21.6,0,0.56,781,310.0,0.990,2022-10-28
2705722,14107010,"Cheese, Mozzarella, NFS",1602,Cheese,,296,23.7,4.44,20.4,0,1.81,699,296.2,1.001,2022-10-28
2705725,14107060,"Cheese, Mozzarella, nonfat or fat free",1602,Cheese,,141,31.7,3.5,0,1.8,1.48,743,140.8,0.999,2022-10-28
2705723,14107030,"Cheese, Mozzarella, part skim",1602,Cheese,,296,23.7,4.44,20.4,0,1.81,699,296.2,1.001,2022-10-28
2705724,14107040,"Cheese, Mozzarella, reduced sodium",1602,Cheese,,280,27.5,3.1,17.1,0,1.23,16,276.3,0.987,2022-10-28
2705726,14107200,"Cheese, Muenster",1602,Cheese,,368,23.41,1.12,30.04,0,1.12,628,368.5,1.001,2022-10-28
2705727,14107250,"Cheese, Muenster, reduced fat",1602,Cheese,,271,24.7,3.5,17.6,0,3.5,600,271.2,1.001,2022-10-28
2705704,14010000,"Cheese, NFS",1602,Cheese,,381,20.7,4.33,31.26,0,2.08,964,381.5,1.001,2022-10-28
2705740,14110050,"Cheese, paneer",1602,Cheese,,299,15.86,22.46,15.52,0,23.33,185,293.0,0.980,2022-10-28
2705728,14108010,"Cheese, Parmesan, dry grated",1602,Cheese,,412,29.87,8.36,28.75,0,0.36,1398,411.7,0.999,2022-10-28
2705731,14108060,"Cheese, Parmesan, dry grated, fat free",1602,Cheese,,370,40,40,5,0,1.5,1150,365.0,0.986,2022-10-28
2705729,14108015,"Cheese, Parmesan, dry grated, reduced fat",1602,Cheese,,395,34.8,26.2,16.5,0,0.78,1450,392.5,0.994,2022-10-28
2705730,14108020,"Cheese, Parmesan, hard",1602,Cheese,,412,29.87,8.36,28.75,0,0.36,1398,411.7,0.999,2022-10-28
2705732,14108200,"Cheese, Port du Salut",1602,Cheese,,356,24.94,2.22,27.44,0,2.22,819,355.6,0.999,2022-10-28
2705770,14410500,"Cheese, processed cheese food",1602,Cheese,,307,16.09,8.85,23.06,0,6.24,1279,307.3,1.001,2022-10-28
2705771,14410600,"Cheese, processed, with vegetables",1602,Cheese,,356,14.14,3.48,31.7,0.1,1.97,946,355.8,0.999,2022-10-28
2705733,14108400,"Cheese, Provolone",1602,Cheese,,357,23.45,2.45,28.13,0,0.56,601,356.8,0.999,2022-10-28
2705734,14108420,"Cheese, provolone, reduced fat",1602,Cheese,,274,24.7,3.5,17.6,0,0.55,615,271.2,0.990,2022-10-28
2705750,14201500,"Cheese, Ricotta",1604,Cottage/ricotta cheese,,148,9.6,6,9.46,0,0.29,102,147.5,0.997,2022-10-28
2705735,14109010,"Cheese, Swiss",1602,Cheese,,393,27,1.44,31,0,0,185,392.8,0.999,2022-10-28
2705738,14109040,"Cheese, Swiss, nonfat or fat free",1602,Cheese,,127,28.4,3.4,0,0,1.33,1000,127.2,1.002,2022-10-28
2705737,14109030,"Cheese, Swiss, reduced fat",1602,Cheese,,179,28.4,3.4,5.1,0,1.33,199,173.1,0.967,2022-10-28
2705736,14109020,"Cheese, Swiss, reduced sodium",1602,Cheese,,374,28.4,3.4,27.4,0,1.31,14,373.8,0.999,2022-10-28
2706890,27510170,Cheeseburger (Burger King),3702,Burgers,,265,14.02,23.66,12.32,1,4.66,527,261.6,0.987,2022-10-28
2706892,27510172,Cheeseburger (McDonalds),3702,Burgers,,270,13.49,25.46,12.9,1.9,5.24,628,271.9,1.007,2022-10-28
2706894,27510191,Cheeseburger slider,3702,Burgers,,297,18.09,17.9,16.41,0.6,2.85,431,291.6,0.982,2022-10-28
2706887,27510140,"Cheeseburger slider, from fast food",3702,Burgers,,298,16.15,25.02,14.29,0.9,3.99,505,293.3,0.984,2022-10-28
2706909,27510261,"Cheeseburger, from fast food, 1 large patty",3702,Burgers,,299,18.74,15.26,17.61,0.5,2.53,453,294.5,0.985,2022-10-28
2706897,27510215,"Cheeseburger, from fast food, 1 medium patty",3702,Burgers,,296,17.87,18.71,16.15,0.6,2.98,438,291.7,0.985,2022-10-28
2706889,27510160,"Cheeseburger, from fast food, 1 small patty",3702,Burgers,,299,16.42,23.96,14.78,0.8,3.86,510,294.5,0.985,2022-10-28
2706893,27510190,"Cheeseburger, from school cafeteria",3702,Burgers,,250,18.73,23.42,8.64,2.7,2.68,313,246.4,0.985,2022-10-28
2706888,27510155,"Cheeseburger, NFS",3702,Burgers,,296,17.87,18.71,16.15,0.6,2.98,438,291.7,0.985,2022-10-28
2706904,27510246,"Cheeseburger, on wheat bun, 1 large patty",3702,Burgers,,295,19.21,13.9,17.62,1.6,1.93,437,291.0,0.987,2022-10-28
2706902,27510242,"Cheeseburger, on wheat bun, 1 medium patty",3702,Burgers,,291,18.46,17.01,16.17,1.9,2.23,418,287.4,0.988,2022-10-28
2706896,27510196,"Cheeseburger, on wheat bun, 1 small patty",3702,Burgers,,292,18.22,17.84,16.07,2,2.38,439,288.9,0.989,2022-10-28
2706903,27510245,"Cheeseburger, on white bun, 1 large patty",3702,Burgers,,299,18.74,15.26,17.61,0.5,2.53,453,294.5,0.985,2022-10-28
2706901,27510241,"Cheeseburger, on white bun, 1 medium patty",3702,Burgers,,296,17.87,18.71,16.15,0.6,2.98,438,291.7,0.985,2022-10-28
2706895,27510195,"Cheeseburger, on white bun, 1 small patty",3702,Burgers,,298,17.6,19.61,16.05,0.7,3.16,459,293.3,0.984,2022-10-28
2707863,53104600,"Cheesecake, chocolate",5502,Cakes and pies,,394,5.72,35.52,26.14,1.6,25.9,269,400.2,1.016,2022-10-28
2707862,53104550,"Cheesecake, fruit",5502,Cakes and pies,,387,4.8,38.23,23.88,0.6,28.83,252,387.0,1.000,2022-10-28
2707861,53104500,"Cheesecake, plain",5502,Cakes and pies,,399,5.29,34.82,26.52,0.5,26.64,277,399.1,1.000,2022-10-28
2709232,63115110,"Cherries, canned",6018,Other fruits and fruit salads,,74,0.71,18.79,0.14,1.4,17.42,1,79.3,1.071,2022-10-28
2709199,62106000,"Cherries, dried",6016,Dried fruits,dried,333,1.25,80.45,0.73,2.5,67.15,13,333.4,1.001,2022-10-28
2709233,63115200,"Cherries, frozen",6018,Other fruits and fruit salads,,71,1.04,16.16,0.19,2.1,13.87,0,70.5,0.993,2022-10-28
2709229,63111010,"Cherries, maraschino",6018,Other fruits and fruit salads,,165,0.22,41.97,0.21,3.2,38.77,4,170.6,1.034,2022-10-28
2709231,63115010,"Cherries, raw",6018,Other fruits and fruit salads,raw,71,1.04,16.16,0.19,2.1,13.87,0,70.5,0.993,2022-10-28
2709230,63113030,Cherry pie filling,8806,"Jams, syrups, toppings",,122,0.6,28.59,0.91,0.9,24.96,52,125.0,1.024,2022-10-28
2707499,42105000,Chestnuts,2804,Nuts and seeds,,245,3.17,52.96,2.2,5.1,10.6,2,244.3,0.997,2022-10-28
2710371,91801000,Chewing gum,5704,Candy not containing chocolate,,360,0,96.7,0.3,2.4,66.08,1,389.5,1.082,2022-10-28
2710372,91802000,"Chewing gum, sugar free",5704,Candy not containing chocolate,,268,0,94.8,0.4,2.4,0,7,382.8,1.428,2022-10-28
2707590,43108010,Chia seeds,2804,Nuts and seeds,,486,16.54,42.12,30.74,34.4,1.55,16,511.3,1.052,2022-10-28
2706070,24168000,"Chicken ""wings"" with hot sauce, from fast food / restaurant",2202,"Chicken, whole pieces",,272,16.78,6.18,20.2,0.1,2.26,842,273.6,1.006,2022-10-28
2706076,24168020,"Chicken ""wings"" with hot sauce, from other sources",2202,"Chicken, whole pieces",,267,17.02,5.08,19.98,0.1,2.32,812,268.2,1.005,2022-10-28
2706073,24168010,"Chicken ""wings"" with hot sauce, from precooked",2202,"Chicken, whole pieces",,254,17.57,2.5,19.48,0,2.47,741,255.6,1.006,2022-10-28
2706071,24168001,"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant",2202,"Chicken, whole pieces",,276,16.95,13.13,17.39,0.2,7.55,761,276.8,1.003,2022-10-28
2706077,24168021,"Chicken ""wings"" with other sauces or seasoning, from other sources",2202,"Chicken, whole pieces",,271,17.19,12.01,17.17,0.2,7.62,731,271.3,1.001,2022-10-28
2706074,24168011,"Chicken ""wings"" with other sauces or seasoning, from precooked",2202,"Chicken, whole pieces",,258,17.74,9.42,16.67,0.2,7.76,660,258.7,1.003,2022-10-28
2706079,24168030,"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant",2202,"Chicken, whole pieces",,282,12.36,20.03,16.87,0.9,5.72,877,281.4,0.998,2022-10-28
2706080,24168031,"Chicken ""wings"", boneless, with hot sauce, from other sources",2202,"Chicken, whole pieces",,232,11.39,19.98,11.82,1.5,6.08,827,231.9,0.999,2022-10-28
2706072,24168002,"Chicken ""wings"", plain, from fast food / restaurant",2202,"Chicken, whole pieces",,323,17.77,15,21.28,0.3,0.1,843,322.6,0.999,2022-10-28
2706078,24168022,"Chicken ""wings"", plain, from other sources",2202,"Chicken, whole pieces",,314,18.03,12.64,21.07,0.3,0.11,729,312.3,0.995,2022-10-28
2706075,24168012,"Chicken ""wings"", plain, from precooked",2202,"Chicken, whole pieces",,294,18.62,7.15,20.59,0.3,0.12,461,288.4,0.981,2022-10-28
2707116,28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",3004,Poultry mixed dishes,,124,8.48,10.73,5.18,0.9,1.58,379,123.5,0.996,2022-10-28
2707114,28143150,"Chicken and vegetable entree with noodles, diet frozen meal",3004,Poultry mixed dishes,,85,7.58,9.78,1.89,1.6,2.27,283,86.4,1.017,2022-10-28
2707112,28143020,"Chicken and vegetable entree with rice, diet frozen meal",3004,Poultry mixed dishes,,171,10.45,19.65,5.57,0.7,6.42,359,170.5,0.997,2022-10-28
2707111,28141650,"Chicken and vegetables au gratin with rice, diet frozen entree",3004,Poultry mixed dishes,,120,10.67,7.24,5.41,0.8,0.88,499,120.3,1.003,2022-10-28
2710782,99992405,Chicken as ingredient in recipes,9999,Not included in a food category,,182,28.06,0,7.34,0,0,76,178.3,0.980,2022-10-28
2705959,24122150,"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant",2202,"Chicken, whole pieces",,206,25.67,0,10.6,0,0,406,198.1,0.962,2022-10-28
2705957,24122140,"Chicken breast, baked or broiled, skin eaten, from pre-cooked",2202,"Chicken, whole pieces",,175,26.37,0.09,7.67,0,0.09,329,174.9,0.999,2022-10-28
2705960,24122151,"Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant",2202,"Chicken, whole pieces",,176,29.56,0,5.44,0,0,430,167.2,0.950,2022-10-28
2705958,24122141,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked",2202,"Chicken, whole pieces",,144,28.04,0,3.57,0,0,328,144.3,1.002,2022-10-28
2705961,24122160,"Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw",2202,"Chicken, whole pieces",baked,204,25.32,0.31,10.45,0,0.28,399,196.6,0.964,2022-10-28
2705962,24122161,"Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw",2202,"Chicken, whole pieces",baked,175,29.13,0.31,5.38,0,0.28,423,166.2,0.950,2022-10-28
2705955,24122130,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw",2202,"Chicken, whole pieces",baked,192,26.25,0,8.8,0,0,336,184.2,0.959,2022-10-28
2705956,24122131,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw",2202,"Chicken, whole pieces",baked,161,30.22,0,3.52,0,0,360,152.6,0.948,2022-10-28
2705980,24127500,"Chicken breast, baked, coated, skin / coating eaten",2202,"Chicken, whole pieces",baked,207,23.75,4.01,9.9,0.2,0.07,320,200.1,0.967,2022-10-28
2705981,24127501,"Chicken breast, baked, coated, skin / coating not eaten",2202,"Chicken, whole pieces",baked,176,29.62,0,5.45,0,0,353,167.5,0.952,2022-10-28
2705975,24127202,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",2202,"Chicken, whole pieces",fried,219,24.56,6.01,9.99,0.2,0.1,318,212.2,0.969,2022-10-28
2705978,24127220,"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant",2202,"Chicken, whole pieces",fried,273,19.32,10.72,16.95,0.3,0.1,549,272.7,0.999,2022-10-28
2705976,24127210,"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",2202,"Chicken, whole pieces",fried,250,20.58,7.21,14.79,0.3,0.12,331,244.3,0.977,2022-10-28
2705973,24127200,"Chicken breast, fried, coated, skin / coating eaten, from raw",2202,"Chicken, whole pieces",fried,243,21.46,6.01,14.11,0.2,0.1,299,236.9,0.975,2022-10-28
2705979,24127221,"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant",2202,"Chicken, whole pieces",fried,213,22.77,6.01,10.78,0.2,0.1,436,212.1,0.996,2022-10-28
2705977,24127211,"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked",2202,"Chicken, whole pieces",fried,176,29.62,0,5.45,0,0,353,167.5,0.952,2022-10-28
2705974,24127201,"Chicken breast, fried, coated, skin / coating not eaten, from raw",2202,"Chicken, whole pieces",fried,176,29.62,0,5.45,0,0,353,167.5,0.952,2022-10-28
2705969,24123310,"Chicken breast, grilled with sauce, skin eaten",2202,"Chicken, whole pieces",,202,21.15,7.34,9.15,0.2,5.98,454,196.3,0.972,2022-10-28
2705970,24123311,"Chicken breast, grilled with sauce, skin not eaten",2202,"Chicken, whole pieces",,178,24.33,7.34,4.93,0.2,5.98,473,171.0,0.961,2022-10-28
2705967,24123300,"Chicken breast, grilled without sauce, skin eaten",2202,"Chicken, whole pieces",,206,25.72,0,10.62,0,0,329,198.5,0.963,2022-10-28
2705968,24123301,"Chicken breast, grilled without sauce, skin not eaten",2202,"Chicken, whole pieces",,176,29.62,0,5.45,0,0,353,167.5,0.952,2022-10-28
2705953,24120110,"Chicken breast, NS as to cooking method, skin eaten",2202,"Chicken, whole pieces",,175,26.37,0.09,7.67,0,0.09,329,174.9,0.999,2022-10-28
2705954,24120120,"Chicken breast, NS as to cooking method, skin not eaten",2202,"Chicken, whole pieces",,144,28.04,0,3.57,0,0,328,144.3,1.002,2022-10-28
2705963,24122170,"Chicken breast, rotisserie, skin eaten",2202,"Chicken, whole pieces",,175,26.37,0.09,7.67,0,0.09,329,174.9,0.999,2022-10-28
2705964,24122171,"Chicken breast, rotisserie, skin not eaten",2202,"Chicken, whole pieces",,144,28.04,0,3.57,0,0,328,144.3,1.002,2022-10-28
2705971,24124200,"Chicken breast, sauteed, skin eaten",2202,"Chicken, whole pieces",,206,25.72,0,10.62,0,0,329,198.5,0.963,2022-10-28
2705972,24124201,"Chicken breast, sauteed, skin not eaten",2202,"Chicken, whole pieces",,176,29.62,0,5.45,0,0,353,167.5,0.952,2022-10-28
2705965,24123110,"Chicken breast, stewed, skin eaten",2202,"Chicken, whole pieces",,181,24.7,0,8.28,0,0,316,173.3,0.958,2022-10-28
2705966,24123120,"Chicken breast, stewed, skin not eaten",2202,"Chicken, whole pieces",,149,27.96,0,3.26,0,0,333,141.2,0.948,2022-10-28
2708745,58128110,Chicken cornbread,3004,Poultry mixed dishes,,167,13.78,9.38,8.21,0.4,0.24,458,166.5,0.997,2022-10-28
2706437,27146150,Chicken curry,3004,Poultry mixed dishes,,107,6.48,6.54,6.48,1.4,2.56,376,110.4,1.032,2022-10-28
2706438,27146155,Chicken curry with rice,3004,Poultry mixed dishes,,116,4.96,15.12,4,1,1.56,324,116.3,1.003,2022-10-28
2706988,27540080,"Chicken deli sandwich or sub, restaurant",3740,Deli and cured meat sandwiches,,176,13.72,24.28,2.66,1.1,2.87,763,175.9,1.000,2022-10-28
2706989,27540090,"Chicken deli sandwich or sub, with cheese, restaurant",3740,Deli and cured meat sandwiches,,208,14.9,20.87,7.23,0.9,2.86,807,208.2,1.001,2022-10-28
2707105,28140100,"Chicken dinner, NFS, frozen meal",3004,Poultry mixed dishes,,124,8.48,10.73,5.18,0.9,1.58,379,123.5,0.996,2022-10-28
2706006,24142320,"Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant",2202,"Chicken, whole pieces",,203,22.66,0,11.83,0,0,503,197.1,0.971,2022-10-28
2706004,24142310,"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked",2202,"Chicken, whole pieces",,206,25.65,0.12,11.46,0,0.12,392,206.2,1.001,2022-10-28
2706007,24142321,"Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant",2202,"Chicken, whole pieces",,168,23.52,0,7.51,0,0,507,161.7,0.962,2022-10-28
2706005,24142311,"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked",2202,"Chicken, whole pieces",,172,27.71,0,6.76,0,0,403,171.7,0.998,2022-10-28
2706002,24142300,"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw",2202,"Chicken, whole pieces",baked,190,23.21,0,10.09,0,0,353,183.7,0.967,2022-10-28
2706003,24142301,"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw",2202,"Chicken, whole pieces",baked,154,24.1,0,5.67,0,0,358,147.4,0.957,2022-10-28
2706025,24147400,"Chicken drumstick, baked, coated, skin / coating eaten",2202,"Chicken, whole pieces",baked,205,21.04,3.98,11.01,0.2,0.07,439,199.2,0.972,2022-10-28
2706026,24147401,"Chicken drumstick, baked, coated, skin / coating not eaten",2202,"Chicken, whole pieces",baked,169,23.57,0,7.53,0,0,432,162.1,0.959,2022-10-28
2706020,24147302,"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",2202,"Chicken, whole pieces",fried,212,19.73,5.96,11.6,0.2,0.1,443,207.2,0.977,2022-10-28
2706023,24147320,"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant",2202,"Chicken, whole pieces",fried,288,17.77,12.14,18.76,0.6,0.1,624,288.5,1.002,2022-10-28
2706021,24147310,"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked",2202,"Chicken, whole pieces",fried,247,18.3,7.15,15.66,0.3,0.12,479,242.7,0.983,2022-10-28
2706018,24147300,"Chicken drumstick, fried, coated, skin / coating eaten, from raw",2202,"Chicken, whole pieces",fried,241,19.08,5.98,15.07,0.2,0.1,363,235.9,0.979,2022-10-28
2706024,24147321,"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant",2202,"Chicken, whole pieces",fried,213,21.82,6.12,11.21,0.2,0.1,546,212.7,0.998,2022-10-28
2706022,24147311,"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked",2202,"Chicken, whole pieces",fried,169,23.57,0,7.53,0,0,432,162.1,0.959,2022-10-28
2706019,24147301,"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",2202,"Chicken, whole pieces",fried,169,23.61,0,7.54,0,0,356,162.3,0.960,2022-10-28
2706012,24142510,"Chicken drumstick, grilled with sauce, skin eaten",2202,"Chicken, whole pieces",,200,18.68,7.28,10.15,0.2,5.94,588,195.2,0.976,2022-10-28
2706013,24142511,"Chicken drumstick, grilled with sauce, skin not eaten",2202,"Chicken, whole pieces",,172,19.39,7.28,6.62,0.2,5.94,592,166.3,0.967,2022-10-28
2706010,24142500,"Chicken drumstick, grilled without sauce, skin eaten",2202,"Chicken, whole pieces",,204,22.7,0,11.85,0,0,427,197.4,0.968,2022-10-28
2706011,24142501,"Chicken drumstick, grilled without sauce, skin not eaten",2202,"Chicken, whole pieces",,169,23.57,0,7.53,0,0,432,162.1,0.959,2022-10-28
2706000,24140210,"Chicken drumstick, NS as to cooking method, skin eaten",2202,"Chicken, whole pieces",,206,25.65,0.12,11.46,0,0.12,392,206.2,1.001,2022-10-28
2706001,24140220,"Chicken drumstick, NS as to cooking method, skin not eaten",2202,"Chicken, whole pieces",,172,27.71,0,6.76,0,0,403,171.7,0.998,2022-10-28
2706008,24142400,"Chicken drumstick, rotisserie, skin eaten",2202,"Chicken, whole pieces",,206,25.65,0.12,11.46,0,0.12,392,206.2,1.001,2022-10-28
2706009,24142401,"Chicken drumstick, rotisserie, skin not eaten",2202,"Chicken, whole pieces",,172,27.71,0,6.76,0,0,403,171.7,0.998,2022-10-28
2706016,24144300,"Chicken drumstick, sauteed, skin eaten",2202,"Chicken, whole pieces",,204,22.7,0,11.85,0,0,427,197.4,0.968,2022-10-28
2706017,24144301,"Chicken drumstick, sauteed, skin not eaten",2202,"Chicken, whole pieces",,169,23.57,0,7.53,0,0,432,162.1,0.959,2022-10-28
2706014,24143210,"Chicken drumstick, stewed, skin eaten",2202,"Chicken, whole pieces",,186,22.54,0,10.64,0,0,417,185.9,1.000,2022-10-28
2706015,24143220,"Chicken drumstick, stewed, skin not eaten",2202,"Chicken, whole pieces",,148,23.71,0,5.9,0,0,423,147.9,1.000,2022-10-28
2707194,32105210,Chicken egg foo yung,3404,Stir-fry and soy-based sauce mixtures,,137,12.79,4.78,7.38,0.3,3.05,401,136.7,0.998,2022-10-28
2706085,24198500,Chicken feet,2202,"Chicken, whole pieces",,215,19.4,0.2,14.6,0,0,67,209.8,0.976,2022-10-28
2707002,27540145,"Chicken fillet biscuit, from fast food",3704,Chicken fillet sandwiches,,320,10.78,26.41,19.09,2,1.98,775,320.6,1.002,2022-10-28
2707003,27540146,"Chicken fillet sandwich, fried, from fast food",3704,Chicken fillet sandwiches,fried,281,12.17,27.48,13.46,1.7,3.07,571,279.7,0.996,2022-10-28
2707004,27540147,"Chicken fillet sandwich, fried, from fast food, with cheese",3704,Chicken fillet sandwiches,fried,291,13.2,24.66,15.34,1.5,3.03,626,289.5,0.995,2022-10-28
2707010,27540185,"Chicken fillet sandwich, fried, on wheat bun",3704,Chicken fillet sandwiches,fried,263,13.08,26.3,11.7,3.1,2.34,482,262.8,0.999,2022-10-28
2707011,27540186,"Chicken fillet sandwich, fried, on wheat bun, with cheese",3704,Chicken fillet sandwiches,fried,275,14.01,23.58,13.84,2.7,2.4,550,274.9,1.000,2022-10-28
2707008,27540175,"Chicken fillet sandwich, fried, on white bun",3704,Chicken fillet sandwiches,fried,269,12.45,28.11,11.67,1.7,3.14,503,267.3,0.994,2022-10-28
2707009,27540176,"Chicken fillet sandwich, fried, on white bun; with cheese",3704,Chicken fillet sandwiches,fried,280,13.46,25.16,13.82,1.5,3.09,568,278.9,0.996,2022-10-28
2707001,27540139,"Chicken fillet sandwich, from school cafeteria",3704,Chicken fillet sandwiches,,251,14.62,29.8,8.06,4.4,2.73,446,250.2,0.997,2022-10-28
2707005,27540152,"Chicken fillet sandwich, grilled, from fast food",3704,Chicken fillet sandwiches,grilled,226,21.5,19.4,6.18,0.7,2.82,430,219.2,0.970,2022-10-28
2707006,27540153,"Chicken fillet sandwich, grilled, from fast food, with cheese",3704,Chicken fillet sandwiches,grilled,243,21.36,17.55,9.05,0.6,2.81,504,237.1,0.976,2022-10-28
2707014,27540205,"Chicken fillet sandwich, grilled, on wheat bun",3704,Chicken fillet sandwiches,grilled,210,22.46,17.84,4.87,2.1,2.04,387,205.0,0.976,2022-10-28
2707015,27540206,"Chicken fillet sandwich, grilled, on wheat bun, with cheese",3704,Chicken fillet sandwiches,grilled,230,22.19,16.17,7.94,1.8,2.14,468,224.9,0.978,2022-10-28
2707012,27540195,"Chicken fillet sandwich, grilled, on white bun",3704,Chicken fillet sandwiches,grilled,216,21.82,19.69,4.84,0.7,2.86,408,209.6,0.970,2022-10-28
2707013,27540196,"Chicken fillet sandwich, grilled, on white bun, with cheese",3704,Chicken fillet sandwiches,grilled,235,21.64,17.78,7.92,0.6,2.85,487,229.0,0.974,2022-10-28
2707000,27540132,"Chicken fillet sandwich, NFS",3704,Chicken fillet sandwiches,,281,12.17,27.48,13.46,1.7,3.07,571,279.7,0.996,2022-10-28
2707007,27540160,"Chicken fillet sandwich, NS as to fried or grilled, from fast food",3704,Chicken fillet sandwiches,,281,12.17,27.48,13.46,1.7,3.07,571,279.7,0.996,2022-10-28
2707016,27540210,"Chicken fillet wrap sandwich, fried, from fast food",3704,Chicken fillet sandwiches,fried,299,12.68,24.42,16.68,2,1.86,694,298.5,0.998,2022-10-28
2707017,27540300,"Chicken fillet wrap sandwich, grilled, from fast food",3704,Chicken fillet sandwiches,grilled,252,20.83,17.3,10.42,1.2,1.61,574,246.3,0.977,2022-10-28
2706089,24198677,"Chicken fillet, breaded",2204,"Chicken patties, nuggets and tenders",,240,14.62,14.86,13.58,1.7,0.57,527,240.1,1.001,2022-10-28
