fdc_id,food_code,description,wweia_category_number,wweia_category_description,state_hint,kcal_per_100g,protein_g_per_100g,carbs_g_per_100g,fat_g_per_100g,fiber_g_per_100g,sugar_g_per_100g,sodium_mg_per_100g,atwater_kcal,atwater_ratio,publication_date
2706090,24198683,"Chicken fillet, grilled",2204,"Chicken patties, nuggets and tenders",grilled,151,22.31,2.36,5.81,0,0,450,151.0,1.000,2022-10-28
2706710,27348100,"Chicken fricassee, Puerto Rican style",3004,Poultry mixed dishes,,172,12.13,7.17,10.65,1.2,1.26,753,173.1,1.006,2022-10-28
2707115,28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",3404,Stir-fry and soy-based sauce mixtures,,109,6.56,18.06,0.91,1,1.42,333,106.7,0.979,2022-10-28
2706445,27146400,Chicken kiev,3004,Poultry mixed dishes,,280,21.31,5.45,19.21,0.1,0.06,644,279.9,1.000,2022-10-28
2705984,24132230,"Chicken leg, drumstick and thigh, baked or broiled, skin eaten",2202,"Chicken, whole pieces",,214,23.16,0,12.81,0,0,341,207.9,0.972,2022-10-28
2705985,24132231,"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten",2202,"Chicken, whole pieces",,168,24.41,0,7.13,0,0,345,161.8,0.963,2022-10-28
2705998,24137310,"Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten",2202,"Chicken, whole pieces",baked,226,20.99,3.98,13.4,0.2,0.07,428,220.5,0.976,2022-10-28
2705999,24137311,"Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten",2202,"Chicken, whole pieces",baked,183,23.87,0,8.96,0,0,419,176.1,0.962,2022-10-28
2705996,24137300,"Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten",2202,"Chicken, whole pieces",fried,260,19.04,5.98,17.2,0.2,0.1,353,254.9,0.980,2022-10-28
2705997,24137301,"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten",2202,"Chicken, whole pieces",fried,183,23.92,0,8.98,0,0,343,176.5,0.964,2022-10-28
2705992,24134150,"Chicken leg, drumstick and thigh, grilled with sauce, skin eaten",2202,"Chicken, whole pieces",,220,18.64,7.28,12.32,0.2,5.94,578,214.6,0.975,2022-10-28
2705993,24134151,"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten",2202,"Chicken, whole pieces",,183,19.63,7.28,7.79,0.2,5.94,582,177.8,0.971,2022-10-28
2705990,24134100,"Chicken leg, drumstick and thigh, grilled without sauce, skin eaten",2202,"Chicken, whole pieces",,228,22.65,0,14.52,0,0,414,221.3,0.971,2022-10-28
2705991,24134101,"Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten",2202,"Chicken, whole pieces",,183,23.87,0,8.96,0,0,419,176.1,0.962,2022-10-28
2705982,24130210,"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten",2202,"Chicken, whole pieces",,218,23.77,0.12,13.63,0,0.12,358,218.2,1.001,2022-10-28
2705983,24130220,"Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten",2202,"Chicken, whole pieces",,185,25.54,0,9.15,0,0,362,184.5,0.997,2022-10-28
2705986,24132240,"Chicken leg, drumstick and thigh, rotisserie, skin eaten",2202,"Chicken, whole pieces",,218,23.77,0.12,13.63,0,0.12,358,218.2,1.001,2022-10-28
2705987,24132241,"Chicken leg, drumstick and thigh, rotisserie, skin not eaten",2202,"Chicken, whole pieces",,185,25.54,0,9.15,0,0,362,184.5,0.997,2022-10-28
2705994,24134300,"Chicken leg, drumstick and thigh, sauteed, skin eaten",2202,"Chicken, whole pieces",,228,22.65,0,14.52,0,0,414,221.3,0.971,2022-10-28
2705995,24134301,"Chicken leg, drumstick and thigh, sauteed, skin not eaten",2202,"Chicken, whole pieces",,183,23.87,0,8.96,0,0,419,176.1,0.962,2022-10-28
2705988,24133210,"Chicken leg, drumstick and thigh, stewed, skin eaten",2202,"Chicken, whole pieces",,211,22.45,0,13.44,0,0,396,210.8,0.999,2022-10-28
2705989,24133220,"Chicken leg, drumstick and thigh, stewed, skin not eaten",2202,"Chicken, whole pieces",,164,24.1,0,7.5,0,0,399,163.9,0.999,2022-10-28
2706093,24198731,"Chicken nuggets, from fast food",2204,"Chicken patties, nuggets and tenders",,307,15.92,14.93,20.36,0.9,0.08,594,306.6,0.999,2022-10-28
2706096,24198736,"Chicken nuggets, from frozen",2204,"Chicken patties, nuggets and tenders",,298,13.36,17.88,19.23,1.8,0.8,600,298.0,1.000,2022-10-28
2706097,24198737,"Chicken nuggets, from other sources",2204,"Chicken patties, nuggets and tenders",,304,15.15,15.81,20.02,1.2,0.3,596,304.0,1.000,2022-10-28
2706094,24198732,"Chicken nuggets, from restaurant",2204,"Chicken patties, nuggets and tenders",,307,15.92,14.93,20.36,0.9,0.08,594,306.6,0.999,2022-10-28
2706095,24198735,"Chicken nuggets, from school lunch",2204,"Chicken patties, nuggets and tenders",,270,15.67,22.86,12.9,2.2,0.49,511,270.2,1.001,2022-10-28
2706092,24198729,"Chicken nuggets, NFS",2204,"Chicken patties, nuggets and tenders",,307,15.92,14.93,20.36,0.9,0.08,594,306.6,0.999,2022-10-28
2706788,27443120,"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce",3004,Poultry mixed dishes,,181,9.57,6.31,13.34,0.5,2.46,482,183.6,1.014,2022-10-28
2706787,27443110,"Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce",3004,Poultry mixed dishes,,187,9.41,6.76,13.8,0.6,2.57,428,188.9,1.010,2022-10-28
2706533,27242310,Chicken or turkey and noodles with cheese sauce,3004,Poultry mixed dishes,,146,8.95,13.56,6.16,0.6,0.24,341,145.5,0.996,2022-10-28
2706532,27242300,Chicken or turkey and noodles with cream or white sauce,3004,Poultry mixed dishes,,140,7.39,15.24,5.51,0.6,1.58,343,140.1,1.001,2022-10-28
2706530,27242200,Chicken or turkey and noodles with gravy,3004,Poultry mixed dishes,,140,6.99,15.23,5.67,0.7,0.31,350,139.9,0.999,2022-10-28
2706531,27242250,Chicken or turkey and noodles with mushroom sauce,3004,Poultry mixed dishes,,136,6.92,14.86,5.46,0.8,0.8,337,136.3,1.002,2022-10-28
2706536,27242500,Chicken or turkey and noodles with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures,,157,11.61,7.6,9.02,0.6,0.92,391,158.0,1.006,2022-10-28
2706535,27242400,Chicken or turkey and noodles with tomato-based sauce,3004,Poultry mixed dishes,,137,7.12,15.17,5.44,1.1,1.36,343,138.1,1.008,2022-10-28
2706529,27242000,"Chicken or turkey and noodles, no sauce",3004,Poultry mixed dishes,,148,7.73,15.47,6.14,0.7,0.25,353,148.1,1.000,2022-10-28
2706528,27241010,Chicken or turkey and potatoes with gravy,3004,Poultry mixed dishes,,122,7.47,9.04,6.35,0.9,0.57,428,123.2,1.010,2022-10-28
2706539,27243300,Chicken or turkey and rice with cream sauce,3004,Poultry mixed dishes,,136,8.13,12.78,5.86,0.5,1.98,380,136.4,1.003,2022-10-28
2706540,27243400,Chicken or turkey and rice with mushroom sauce,3004,Poultry mixed dishes,,135,5.67,15.43,5.48,0.4,0.59,346,133.7,0.991,2022-10-28
2706542,27243600,Chicken or turkey and rice with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures,,162,11.97,8.01,9.21,0.5,0.94,395,162.8,1.005,2022-10-28
2706541,27243500,Chicken or turkey and rice with tomato-based sauce,3004,Poultry mixed dishes,,142,5.72,15.66,6.18,0.6,1.09,349,141.1,0.994,2022-10-28
2706537,27243000,"Chicken or turkey and rice, no sauce",3004,Poultry mixed dishes,,149,6.46,16.97,5.84,0.2,0.03,353,146.3,0.982,2022-10-28
2706821,27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",3004,Poultry mixed dishes,,124,9.87,5.54,7.24,0.7,0.72,365,126.8,1.023,2022-10-28
2706786,27442120,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",3004,Poultry mixed dishes,,119,7.16,6.43,7.45,0.9,0.9,368,121.4,1.020,2022-10-28
2706782,27440120,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",3004,Poultry mixed dishes,,123,8.72,5.08,7.96,1.1,0.98,379,126.8,1.031,2022-10-28
2706791,27445120,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",3404,Stir-fry and soy-based sauce mixtures,,133,10.7,4.39,8.22,1,1.62,352,134.3,1.010,2022-10-28
2706793,27445130,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",3004,Poultry mixed dishes,,120,7.28,6.35,7.81,1.5,2.38,366,124.8,1.040,2022-10-28
2706820,27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",3004,Poultry mixed dishes,,119,9.83,3.88,7.24,0.9,0.8,353,120.0,1.008,2022-10-28
2706785,27442110,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",3004,Poultry mixed dishes,,112,7.1,4.47,7.44,1,1,367,113.2,1.011,2022-10-28
2706781,27440110,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",3004,Poultry mixed dishes,,118,9.66,2.88,7.78,1.4,1.22,386,120.2,1.018,2022-10-28
2706790,27445110,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",3404,Stir-fry and soy-based sauce mixtures,,95,8.18,5.38,4.56,0.9,2.93,413,95.3,1.003,2022-10-28
2706792,27445125,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",3004,Poultry mixed dishes,,113,7.23,4.42,7.8,1.6,2.47,365,116.8,1.034,2022-10-28
2706421,27141000,Chicken or turkey cacciatore,3004,Poultry mixed dishes,,174,13.19,6.92,10.62,1.1,1.6,664,176.0,1.012,2022-10-28
2706818,27446360,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",3004,Poultry mixed dishes,,63,8.52,2.99,1.94,1,0.99,265,63.5,1.008,2022-10-28
2706545,27246300,"Chicken or turkey cake, patty, or croquette",3004,Poultry mixed dishes,,262,20.83,2.59,18.75,0.2,0.49,575,262.4,1.002,2022-10-28
2706687,27343910,Chicken or turkey chow mein or chop suey with noodles,3402,Fried rice and lo/chow mein,,131,9.91,11.15,5.43,1.5,1.54,408,133.1,1.016,2022-10-28
2706798,27446100,"Chicken or turkey chow mein or chop suey, no noodles",3402,Fried rice and lo/chow mein,,83,9.78,3.84,3.23,0.8,1.76,344,83.5,1.007,2022-10-28
2706441,27146250,Chicken or turkey cordon bleu,3004,Poultry mixed dishes,,210,22.64,9.29,9.17,0.6,0.63,589,210.2,1.001,2022-10-28
2706784,27441120,"Chicken or turkey creole, without rice",3004,Poultry mixed dishes,,103,13.8,2.99,4.22,1.1,1.83,364,105.1,1.021,2022-10-28
2706789,27443150,Chicken or turkey divan,3004,Poultry mixed dishes,,140,15.51,4.01,7.26,1.3,0.95,295,143.4,1.024,2022-10-28
2706429,27142100,Chicken or turkey fricassee,3004,Poultry mixed dishes,,121,10.68,3.54,7.16,0.1,0.26,418,121.3,1.003,2022-10-28
2706823,27448030,"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",3004,Poultry mixed dishes,,200,25.15,0,11.01,0,0,742,199.7,0.998,2022-10-28
2706822,27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",3004,Poultry mixed dishes,,183,14,2.54,13.12,0.7,1.19,593,184.2,1.007,2022-10-28
2706812,27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",3004,Poultry mixed dishes,,106,10.95,3,5.61,0.9,1.09,228,106.3,1.003,2022-10-28
2706814,27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",3004,Poultry mixed dishes,,93,10.26,3.02,4.52,0.9,1.12,176,93.8,1.009,2022-10-28
2706811,27446310,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",3004,Poultry mixed dishes,,66,10.85,2.62,1.41,0.8,0.99,140,66.6,1.009,2022-10-28
2706810,27446300,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",3004,Poultry mixed dishes,,64,10.1,3.04,1.33,1,1.27,136,64.5,1.008,2022-10-28
2706527,27241000,Chicken or turkey hash,3004,Poultry mixed dishes,,110,9.57,8.27,4.1,1.3,0.94,259,108.3,0.984,2022-10-28
2706442,27146300,Chicken or turkey parmigiana,3004,Poultry mixed dishes,,174,16.25,8.3,8.34,0.8,1.68,414,173.3,0.996,2022-10-28
2706801,27446220,Chicken or turkey salad with egg,3004,Poultry mixed dishes,,228,13.81,2.73,18.06,0.4,2.01,453,228.7,1.003,2022-10-28
2706800,27446205,Chicken or turkey salad with nuts and/or fruits,3004,Poultry mixed dishes,,235,12.51,6.11,17.91,1,4.26,391,235.7,1.003,2022-10-28
2706809,27446260,"Chicken or turkey salad, made with any type of fat free dressing",3004,Poultry mixed dishes,,111,13.32,6.28,3.81,0.9,4.31,525,112.7,1.015,2022-10-28
2706805,27446240,"Chicken or turkey salad, made with creamy dressing",3004,Poultry mixed dishes,,188,13.76,4.02,13.09,0.4,2.98,526,188.9,1.005,2022-10-28
2706807,27446250,"Chicken or turkey salad, made with Italian dressing",3004,Poultry mixed dishes,,146,13.62,5.37,7.84,0.4,4.3,564,146.5,1.004,2022-10-28
2706806,27446245,"Chicken or turkey salad, made with light creamy dressing",3004,Poultry mixed dishes,,128,13.75,4.28,6.36,0.4,3.2,532,129.4,1.011,2022-10-28
2706808,27446255,"Chicken or turkey salad, made with light Italian dressing",3004,Poultry mixed dishes,,116,13.56,4.93,4.71,0.4,3.97,543,116.4,1.003,2022-10-28
2706802,27446225,"Chicken or turkey salad, made with light mayonnaise",3004,Poultry mixed dishes,,146,13.55,4.76,8.15,0.4,2.73,529,146.6,1.004,2022-10-28
2706804,27446235,"Chicken or turkey salad, made with light mayonnaise-type salad dressing",3004,Poultry mixed dishes,,146,13.55,4.76,8.15,0.4,2.73,529,146.6,1.004,2022-10-28
2706799,27446200,"Chicken or turkey salad, made with mayonnaise",3004,Poultry mixed dishes,,235,13.92,2.88,18.76,0.4,2.1,484,236.0,1.004,2022-10-28
2706803,27446230,"Chicken or turkey salad, made with mayonnaise-type salad dressing",3004,Poultry mixed dishes,,148,13.68,5.95,7.95,0.4,4.13,490,150.1,1.014,2022-10-28
2706783,27440130,"Chicken or turkey shish kabob with vegetables, excluding potatoes",3004,Poultry mixed dishes,,104,13.04,5.06,3.69,0.8,2.37,346,105.6,1.015,2022-10-28
2706546,27246400,Chicken or turkey souffle,3004,Poultry mixed dishes,,171,11.72,5.59,11.33,0.1,2.23,380,171.2,1.001,2022-10-28
2706534,27242350,Chicken or turkey tetrazzini,3004,Poultry mixed dishes,,119,11.96,6.96,4.79,0.5,0.24,386,118.8,0.998,2022-10-28
2706440,27146200,Chicken or turkey with cheese sauce,3004,Poultry mixed dishes,,173,21.77,1.64,8.9,0,0.06,527,173.7,1.004,2022-10-28
2706431,27143000,Chicken or turkey with cream sauce,3004,Poultry mixed dishes,,157,19.82,2.75,7.48,0,1.38,510,157.6,1.004,2022-10-28
2706543,27246100,Chicken or turkey with dumplings,3004,Poultry mixed dishes,,144,15.69,8.04,5.55,0.3,0.45,488,144.9,1.006,2022-10-28
2706432,27144000,Chicken or turkey with mushroom sauce,3004,Poultry mixed dishes,,136,19.29,1.84,5.7,0.1,0.57,521,135.8,0.999,2022-10-28
2706544,27246200,Chicken or turkey with stuffing,3004,Poultry mixed dishes,,172,20.04,11.74,4.88,0.5,1.27,454,171.0,0.994,2022-10-28
2706433,27145000,Chicken or turkey with teriyaki,3404,Stir-fry and soy-based sauce mixtures,,163,25.73,1.62,5.96,0,1.47,723,163.0,1.000,2022-10-28
2706819,27446362,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",3004,Poultry mixed dishes,fried,115,6.31,7.08,6.85,1.2,0.95,247,115.2,1.002,2022-10-28
2706813,27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",3004,Poultry mixed dishes,fried,122,6.78,6.36,7.72,1.2,1.21,256,122.0,1.000,2022-10-28
2706815,27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",3004,Poultry mixed dishes,fried,123,6.5,6.47,7.9,1.3,1.4,217,123.0,1.000,2022-10-28
2706709,27347250,"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",3004,Poultry mixed dishes,,128,5.65,12.8,6.22,0.8,1.06,340,129.8,1.014,2022-10-28
2706708,27347240,"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",3004,Poultry mixed dishes,,127,5.59,11.62,6.64,0.9,1.11,344,128.6,1.013,2022-10-28
2706689,27343960,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",3004,Poultry mixed dishes,,149,8.93,15.32,5.97,1.1,0.69,340,150.7,1.012,2022-10-28
2706682,27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3004,Poultry mixed dishes,,130,6.13,14.86,5.2,1,0.7,344,130.8,1.006,2022-10-28
2706680,27343020,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3004,Poultry mixed dishes,,151,8,18.11,5.41,1.4,0.83,352,153.1,1.014,2022-10-28
2706686,27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3004,Poultry mixed dishes,,134,6.19,14.69,5.84,1.4,1.55,342,136.1,1.016,2022-10-28
2706684,27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",3004,Poultry mixed dishes,,132,6.09,14.49,5.64,1.1,1.07,345,133.1,1.008,2022-10-28
2706688,27343950,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",3004,Poultry mixed dishes,,145,8.9,14.16,5.97,1.1,0.74,346,146.0,1.007,2022-10-28
2706683,27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",3004,Poultry mixed dishes,,128,6.06,13.46,5.64,1.2,1.12,338,128.8,1.007,2022-10-28
2706681,27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3004,Poultry mixed dishes,,129,6.08,13.69,5.62,1.1,0.75,335,129.7,1.005,2022-10-28
2706679,27343010,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3004,Poultry mixed dishes,,147,7.95,16.59,5.46,1.5,0.9,351,147.3,1.002,2022-10-28
2706685,27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3004,Poultry mixed dishes,,130,6.16,13.58,5.84,1.5,1.6,348,131.5,1.012,2022-10-28
2706674,27341050,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",3004,Poultry mixed dishes,,133,7.57,12.86,5.93,1.3,0.9,337,135.1,1.016,2022-10-28
2706672,27341040,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",3004,Poultry mixed dishes,,126,4.84,12.14,6.75,1.3,1.25,338,128.7,1.021,2022-10-28
2706670,27341030,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3004,Poultry mixed dishes,,127,4.75,12.27,6.82,1.3,0.89,336,129.5,1.019,2022-10-28
2706668,27341020,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3004,Poultry mixed dishes,,132,6.21,14.81,5.7,1.7,1.11,356,135.4,1.026,2022-10-28
2706676,27341060,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3004,Poultry mixed dishes,,128,4.84,12.18,7.03,1.6,1.72,335,131.3,1.026,2022-10-28
2706673,27341045,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",3004,Poultry mixed dishes,,129,7.54,11.71,5.93,1.4,0.96,343,130.4,1.011,2022-10-28
2706671,27341035,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",3004,Poultry mixed dishes,,126,4.79,11.08,7.12,1.4,1.29,342,127.6,1.012,2022-10-28
2706669,27341025,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3004,Poultry mixed dishes,,123,4.72,11.17,6.82,1.4,0.94,342,124.9,1.016,2022-10-28
2706667,27341010,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3004,Poultry mixed dishes,,129,6.16,13.29,5.97,1.8,1.18,345,131.5,1.020,2022-10-28
2706675,27341055,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3004,Poultry mixed dishes,,124,4.81,11.09,7.02,1.7,1.78,341,126.8,1.022,2022-10-28
