fdc_id,food_code,description,portion_description,gram_weight
2705811,14650170,Alfredo sauce with meat,Quantity not specified,65
2705811,14650170,Alfredo sauce with meat,1 cup,260
2705812,14650175,Alfredo sauce with meat and added vegetables,Quantity not specified,65
2705812,14650175,Alfredo sauce with meat and added vegetables,1 cup,260
2705813,14650180,Alfredo sauce with poultry,1 cup,260
2705813,14650180,Alfredo sauce with poultry,Quantity not specified,65
2705814,14650185,Alfredo sauce with poultry and added vegetables,1 cup,260
2705814,14650185,Alfredo sauce with poultry and added vegetables,Quantity not specified,65
2705815,14650190,Alfredo sauce with seafood,Quantity not specified,65
2705815,14650190,Alfredo sauce with seafood,1 cup,260
2705816,14650195,Alfredo sauce with seafood and added vegetables,Quantity not specified,65
2705816,14650195,Alfredo sauce with seafood and added vegetables,1 cup,260
2705817,14660200,"Mozzarella sticks, breaded, baked, or fried",1 cubic inch,14.7
2705817,14660200,"Mozzarella sticks, breaded, baked, or fried",1 nugget,7
2705817,14660200,"Mozzarella sticks, breaded, baked, or fried","1 piece or stick (4"" x 1"" x 3/4"")",44
2705817,14660200,"Mozzarella sticks, breaded, baked, or fried",1 cup,115
2705817,14660200,"Mozzarella sticks, breaded, baked, or fried",Quantity not specified,57
2705818,14670000,"Mozzarella cheese, tomato, and basil, with oil and vinegar dressing",1 cup,160
2705818,14670000,"Mozzarella cheese, tomato, and basil, with oil and vinegar dressing",Quantity not specified,80
2705819,20000000,"Meat, NFS",Quantity not specified,60
2705819,20000000,"Meat, NFS","1 piece/slice, any size",30
2705819,20000000,"Meat, NFS",1 cubic inch,17
2705819,20000000,"Meat, NFS",1 cup,135
2705819,20000000,"Meat, NFS",1 oz yields,20
2705820,20000200,"Meat, ground, NFS",1 patty,85
2705820,20000200,"Meat, ground, NFS",1 cubic inch,17
2705820,20000200,"Meat, ground, NFS",1 oz yields,20
2705820,20000200,"Meat, ground, NFS",Quantity not specified,85
2705820,20000200,"Meat, ground, NFS",1 cup,125
2705821,20000300,"Baby Toddler meat, NFS",1 jar,70
2705821,20000300,"Baby Toddler meat, NFS",1 tablespoon,15
2705821,20000300,"Baby Toddler meat, NFS",Quantity not specified,70
2705822,21000100,"Beef, NFS","1 piece/slice, any size",30
2705822,21000100,"Beef, NFS",Quantity not specified,60
2705822,21000100,"Beef, NFS",1 cubic inch,17
2705822,21000100,"Beef, NFS",1 oz yields,20
2705822,21000100,"Beef, NFS",1 cup,135
2705823,21001000,"Steak, NS as to type of meat, NS as to fat eaten",1 oz yields,20
2705823,21001000,"Steak, NS as to type of meat, NS as to fat eaten",Quantity not specified,160
2705823,21001000,"Steak, NS as to type of meat, NS as to fat eaten",1 thick,240
2705823,21001000,"Steak, NS as to type of meat, NS as to fat eaten",1 regular,160
2705823,21001000,"Steak, NS as to type of meat, NS as to fat eaten",1 cup,135
2705823,21001000,"Steak, NS as to type of meat, NS as to fat eaten","1 piece/slice, any size",30
2705823,21001000,"Steak, NS as to type of meat, NS as to fat eaten",1 cubic inch,17
2705823,21001000,"Steak, NS as to type of meat, NS as to fat eaten",1 thin,120
2705824,21101000,"Beef, steak, NFS",1 regular,160
2705824,21101000,"Beef, steak, NFS",Quantity not specified,160
2705824,21101000,"Beef, steak, NFS",1 oz yields,20
2705824,21101000,"Beef, steak, NFS","1 piece/slice, any size",30
2705824,21101000,"Beef, steak, NFS",1 cubic inch,17
2705824,21101000,"Beef, steak, NFS",1 thick,240
2705824,21101000,"Beef, steak, NFS",1 thin,120
2705824,21101000,"Beef, steak, NFS",1 cup,135
2705825,21101140,"Beef, steak, chuck",Quantity not specified,160
2705825,21101140,"Beef, steak, chuck",1 regular,160
2705825,21101140,"Beef, steak, chuck",1 cup,135
2705825,21101140,"Beef, steak, chuck","1 piece/slice, any size",30
2705825,21101140,"Beef, steak, chuck",1 cubic inch,17
2705825,21101140,"Beef, steak, chuck",1 thin,120
2705825,21101140,"Beef, steak, chuck",1 thick,240
2705825,21101140,"Beef, steak, chuck",1 oz yields,20
2705826,21101150,"Beef, steak, cube",1 thin,120
2705826,21101150,"Beef, steak, cube",1 cup,135
2705826,21101150,"Beef, steak, cube","1 piece/slice, any size",30
2705826,21101150,"Beef, steak, cube",Quantity not specified,160
2705826,21101150,"Beef, steak, cube",1 thick,240
2705826,21101150,"Beef, steak, cube",1 regular,160
2705826,21101150,"Beef, steak, cube",1 cubic inch,17
2705826,21101150,"Beef, steak, cube",1 oz yields,20
2705827,21101160,"Beef, steak, flank",1 regular,160
2705827,21101160,"Beef, steak, flank",1 cubic inch,17
2705827,21101160,"Beef, steak, flank",1 thin,120
2705827,21101160,"Beef, steak, flank",1 oz yields,20
2705827,21101160,"Beef, steak, flank",Quantity not specified,160
2705827,21101160,"Beef, steak, flank",1 thick,240
2705827,21101160,"Beef, steak, flank",1 cup,135
2705827,21101160,"Beef, steak, flank","1 piece/slice, any size",30
2705828,21101170,"Beef, steak, ribeye, NS as to fat eaten","1 piece/slice, any size",30
2705828,21101170,"Beef, steak, ribeye, NS as to fat eaten",1 thick,360
2705828,21101170,"Beef, steak, ribeye, NS as to fat eaten",Quantity not specified,240
2705828,21101170,"Beef, steak, ribeye, NS as to fat eaten",1 oz yields,20
2705828,21101170,"Beef, steak, ribeye, NS as to fat eaten",1 thin,180
2705828,21101170,"Beef, steak, ribeye, NS as to fat eaten",1 cubic inch,17
2705828,21101170,"Beef, steak, ribeye, NS as to fat eaten",1 regular,240
2705828,21101170,"Beef, steak, ribeye, NS as to fat eaten",1 cup,135
2705829,21101180,"Beef, steak, ribeye, lean and fat eaten",1 cup,135
2705829,21101180,"Beef, steak, ribeye, lean and fat eaten",1 thin,180
2705829,21101180,"Beef, steak, ribeye, lean and fat eaten","1 piece/slice, any size",30
2705829,21101180,"Beef, steak, ribeye, lean and fat eaten",Quantity not specified,240
2705829,21101180,"Beef, steak, ribeye, lean and fat eaten",1 oz yields,20
2705829,21101180,"Beef, steak, ribeye, lean and fat eaten",1 regular,240
2705829,21101180,"Beef, steak, ribeye, lean and fat eaten",1 cubic inch,17
2705829,21101180,"Beef, steak, ribeye, lean and fat eaten",1 thick,360
2705830,21101190,"Beef, steak, ribeye, lean only eaten",1 cup,135
2705830,21101190,"Beef, steak, ribeye, lean only eaten",1 regular,240
2705830,21101190,"Beef, steak, ribeye, lean only eaten",1 thin,180
2705830,21101190,"Beef, steak, ribeye, lean only eaten","1 piece/slice, any size",30
2705830,21101190,"Beef, steak, ribeye, lean only eaten",1 thick,360
2705830,21101190,"Beef, steak, ribeye, lean only eaten",Quantity not specified,240
2705830,21101190,"Beef, steak, ribeye, lean only eaten",1 oz yields,20
2705830,21101190,"Beef, steak, ribeye, lean only eaten",1 cubic inch,17
2705831,21102140,"Beef, steak, round",1 regular,160
2705831,21102140,"Beef, steak, round",Quantity not specified,160
2705831,21102140,"Beef, steak, round",1 oz yields,20
2705831,21102140,"Beef, steak, round","1 piece/slice, any size",30
2705831,21102140,"Beef, steak, round",1 cup,135
2705831,21102140,"Beef, steak, round",1 thick,240
2705831,21102140,"Beef, steak, round",1 cubic inch,17
2705831,21102140,"Beef, steak, round",1 thin,120
2705832,21102150,"Beef, steak, sirloin, NS as to fat eaten",1 cup,135
2705832,21102150,"Beef, steak, sirloin, NS as to fat eaten",1 regular,160
2705832,21102150,"Beef, steak, sirloin, NS as to fat eaten","1 piece/slice, any size",30
2705832,21102150,"Beef, steak, sirloin, NS as to fat eaten",1 thin,120
2705832,21102150,"Beef, steak, sirloin, NS as to fat eaten",Quantity not specified,160
2705832,21102150,"Beef, steak, sirloin, NS as to fat eaten",1 cubic inch,17
2705832,21102150,"Beef, steak, sirloin, NS as to fat eaten",1 oz yields,20
2705832,21102150,"Beef, steak, sirloin, NS as to fat eaten",1 thick,240
2705833,21102160,"Beef, steak, sirloin, lean and fat eaten",1 regular,160
2705833,21102160,"Beef, steak, sirloin, lean and fat eaten",Quantity not specified,160
2705833,21102160,"Beef, steak, sirloin, lean and fat eaten",1 cubic inch,17
2705833,21102160,"Beef, steak, sirloin, lean and fat eaten","1 piece/slice, any size",30
2705833,21102160,"Beef, steak, sirloin, lean and fat eaten",1 cup,135
2705833,21102160,"Beef, steak, sirloin, lean and fat eaten",1 thick,240
2705833,21102160,"Beef, steak, sirloin, lean and fat eaten",1 oz yields,20
2705833,21102160,"Beef, steak, sirloin, lean and fat eaten",1 thin,120
2705834,21102170,"Beef, steak, sirloin, lean only eaten",1 cup,135
2705834,21102170,"Beef, steak, sirloin, lean only eaten",1 thin,120
2705834,21102170,"Beef, steak, sirloin, lean only eaten",Quantity not specified,160
2705834,21102170,"Beef, steak, sirloin, lean only eaten","1 piece/slice, any size",30
2705834,21102170,"Beef, steak, sirloin, lean only eaten",1 regular,160
2705834,21102170,"Beef, steak, sirloin, lean only eaten",1 thick,240
2705834,21102170,"Beef, steak, sirloin, lean only eaten",1 cubic inch,17
2705834,21102170,"Beef, steak, sirloin, lean only eaten",1 oz yields,20
2705835,21102180,"Beef, steak, strip, NS as to fat eaten",Quantity not specified,240
2705835,21102180,"Beef, steak, strip, NS as to fat eaten","1 piece/slice, any size",30
2705835,21102180,"Beef, steak, strip, NS as to fat eaten",1 regular,240
2705835,21102180,"Beef, steak, strip, NS as to fat eaten",1 thick,360
2705835,21102180,"Beef, steak, strip, NS as to fat eaten",1 thin,180
2705835,21102180,"Beef, steak, strip, NS as to fat eaten",1 oz yields,20
2705835,21102180,"Beef, steak, strip, NS as to fat eaten",1 cubic inch,17
2705835,21102180,"Beef, steak, strip, NS as to fat eaten",1 cup,135
2705836,21102190,"Beef, steak, strip, lean and fat eaten",1 cubic inch,17
2705836,21102190,"Beef, steak, strip, lean and fat eaten",1 thin,180
2705836,21102190,"Beef, steak, strip, lean and fat eaten",1 regular,240
2705836,21102190,"Beef, steak, strip, lean and fat eaten",Quantity not specified,240
2705836,21102190,"Beef, steak, strip, lean and fat eaten","1 piece/slice, any size",30
2705836,21102190,"Beef, steak, strip, lean and fat eaten",1 cup,135
2705836,21102190,"Beef, steak, strip, lean and fat eaten",1 thick,360
2705836,21102190,"Beef, steak, strip, lean and fat eaten",1 oz yields,20
2705837,21103140,"Beef, steak, strip, lean only eaten",1 cup,135
2705837,21103140,"Beef, steak, strip, lean only eaten",1 thick,360
2705837,21103140,"Beef, steak, strip, lean only eaten",1 regular,240
2705837,21103140,"Beef, steak, strip, lean only eaten",1 cubic inch,17
2705837,21103140,"Beef, steak, strip, lean only eaten",Quantity not specified,240
2705837,21103140,"Beef, steak, strip, lean only eaten",1 oz yields,20
2705837,21103140,"Beef, steak, strip, lean only eaten","1 piece/slice, any size",30
2705837,21103140,"Beef, steak, strip, lean only eaten",1 thin,180
2705838,21103150,"Beef, steak, T-bone, NS as to fat eaten",Quantity not specified,300
2705838,21103150,"Beef, steak, T-bone, NS as to fat eaten",1 oz yields,20
2705838,21103150,"Beef, steak, T-bone, NS as to fat eaten",1 thick,450
2705838,21103150,"Beef, steak, T-bone, NS as to fat eaten",1 regular,300
2705838,21103150,"Beef, steak, T-bone, NS as to fat eaten",1 cup,135
2705838,21103150,"Beef, steak, T-bone, NS as to fat eaten",1 thin,225
2705838,21103150,"Beef, steak, T-bone, NS as to fat eaten",1 cubic inch,17
2705838,21103150,"Beef, steak, T-bone, NS as to fat eaten","1 piece/slice, any size",30
2705839,21103160,"Beef, steak, T-bone,  lean and fat eaten",1 oz yields,20
2705839,21103160,"Beef, steak, T-bone,  lean and fat eaten","1 piece/slice, any size",30
2705839,21103160,"Beef, steak, T-bone,  lean and fat eaten",1 regular,300
2705839,21103160,"Beef, steak, T-bone,  lean and fat eaten",1 thick,450
2705839,21103160,"Beef, steak, T-bone,  lean and fat eaten",1 cubic inch,17
2705839,21103160,"Beef, steak, T-bone,  lean and fat eaten",1 thin,225
2705839,21103160,"Beef, steak, T-bone,  lean and fat eaten",Quantity not specified,300
2705839,21103160,"Beef, steak, T-bone,  lean and fat eaten",1 cup,135
2705840,21103170,"Beef, steak, T-bone, lean only eaten","1 piece/slice, any size",30
2705840,21103170,"Beef, steak, T-bone, lean only eaten",1 cup,135
2705840,21103170,"Beef, steak, T-bone, lean only eaten",1 cubic inch,17
2705840,21103170,"Beef, steak, T-bone, lean only eaten",1 thick,450
2705840,21103170,"Beef, steak, T-bone, lean only eaten",1 thin,225
2705840,21103170,"Beef, steak, T-bone, lean only eaten",1 regular,300
2705840,21103170,"Beef, steak, T-bone, lean only eaten",1 oz yields,20
2705840,21103170,"Beef, steak, T-bone, lean only eaten",Quantity not specified,300
2705841,21103180,"Beef, steak, tenderloin",1 oz yields,20
2705841,21103180,"Beef, steak, tenderloin","1 piece/slice, any size",30
2705841,21103180,"Beef, steak, tenderloin",1 regular,160
2705841,21103180,"Beef, steak, tenderloin",1 cup,135
2705841,21103180,"Beef, steak, tenderloin",1 thin,120
2705841,21103180,"Beef, steak, tenderloin",Quantity not specified,160
2705841,21103180,"Beef, steak, tenderloin",1 cubic inch,17
2705841,21103180,"Beef, steak, tenderloin",1 thick,240
2705842,21104110,"Beef, steak, country fried",1 thick,240
2705842,21104110,"Beef, steak, country fried",Quantity not specified,160
2705842,21104110,"Beef, steak, country fried",1 oz yields,20
2705842,21104110,"Beef, steak, country fried",1 regular,160
2705842,21104110,"Beef, steak, country fried",1 thin,120
2705842,21104110,"Beef, steak, country fried",1 cup,135
2705842,21104110,"Beef, steak, country fried","1 piece/slice, any size",30
2705842,21104110,"Beef, steak, country fried",1 cubic inch,17
2705843,21301000,"Beef, oxtails",1 cup,135
2705843,21301000,"Beef, oxtails",1 tail bone,30
2705843,21301000,"Beef, oxtails",1 oz yields,16
2705843,21301000,"Beef, oxtails",1 tail,240
2705843,21301000,"Beef, oxtails",Quantity not specified,85
2705844,21302000,"Beef, neck bones",Quantity not specified,85
2705844,21302000,"Beef, neck bones",1 cup,55
2705844,21302000,"Beef, neck bones",1 oz yields,10
2705844,21302000,"Beef, neck bones",1 neckbone,45
2705845,21304200,"Beef, shortribs",1 cup,135
2705845,21304200,"Beef, shortribs",1 oz yields,15
2705845,21304200,"Beef, shortribs",Quantity not specified,140
2705845,21304200,"Beef, shortribs","1 rib (yield after cooking, bone removed)",70
2705846,21305000,"Beef, cow head",1 cup,135
2705846,21305000,"Beef, cow head",Quantity not specified,85
2705846,21305000,"Beef, cow head",1 cubic inch,17
2705846,21305000,"Beef, cow head",1 oz yields,8
2705847,21401000,"Beef, roast",1 cup,135
2705847,21401000,"Beef, roast",1 regular/thin slice,60
2705847,21401000,"Beef, roast",1 oz yields,20
2705847,21401000,"Beef, roast",1 cubic inch,17
2705847,21401000,"Beef, roast",Quantity not specified,60
2705847,21401000,"Beef, roast",1 thick slice,90
2705848,21407000,"Beef, pot roast",1 regular/thin slice,60
2705848,21407000,"Beef, pot roast",1 oz yields,20
2705848,21407000,"Beef, pot roast",1 cubic inch,17
2705848,21407000,"Beef, pot roast",1 cup,135
2705848,21407000,"Beef, pot roast",Quantity not specified,60
2705848,21407000,"Beef, pot roast",1 thick slice,90
2705849,21410000,"Beef, stew meat",1 cup,135
2705849,21410000,"Beef, stew meat",1 oz yields,20
2705849,21410000,"Beef, stew meat",Quantity not specified,135
2705849,21410000,"Beef, stew meat",1 cubic inch,17
2705850,21416000,"Beef, corned",1 oz yields,20
2705850,21416000,"Beef, corned","1 piece/slice, any size",30
2705850,21416000,"Beef, corned",Quantity not specified,60
2705850,21416000,"Beef, corned",1 cup,135
2705850,21416000,"Beef, corned",1 cubic inch,17
2705851,21417100,"Beef, brisket",Quantity not specified,60
2705851,21417100,"Beef, brisket",1 oz yields,20
2705851,21417100,"Beef, brisket",1 cubic inch,17
2705851,21417100,"Beef, brisket",1 regular/thin slice,60
2705851,21417100,"Beef, brisket",1 cup,135
2705851,21417100,"Beef, brisket",1 thick slice,90
2705852,21420100,"Beef, sandwich steak",Quantity not specified,60
2705852,21420100,"Beef, sandwich steak",1 slice,30
2705852,21420100,"Beef, sandwich steak",1 cup,110
2705852,21420100,"Beef, sandwich steak",1 oz yields,20
2705852,21420100,"Beef, sandwich steak",1 steak,30
2705853,21500000,"Beef, ground, raw",1 cup,225
2705853,21500000,"Beef, ground, raw",Quantity not specified,85
2705854,21500100,"Beef, ground",1 cubic inch,17
2705854,21500100,"Beef, ground",1 oz yields,20
2705854,21500100,"Beef, ground",1 cup,125
2705854,21500100,"Beef, ground",Quantity not specified,85
2705855,21500310,"Beef, ground, patty",1 large patty,120
2705855,21500310,"Beef, ground, patty",1 cubic inch,17
2705855,21500310,"Beef, ground, patty",1 miniature patty,30
2705855,21500310,"Beef, ground, patty",1 medium patty,85
2705855,21500310,"Beef, ground, patty",1 quarter lb patty,85
2705855,21500310,"Beef, ground, patty",1 cup,125
2705855,21500310,"Beef, ground, patty",1 oz yields,20
2705855,21500310,"Beef, ground, patty",Quantity not specified,85
2705855,21500310,"Beef, ground, patty","1 patty, NFS",85
2705855,21500310,"Beef, ground, patty",1 small patty,65
2705856,21601000,"Beef, bacon, cooked",Guideline amount if topping,8
2705856,21601000,"Beef, bacon, cooked","1 oz, cooked",28.35
2705856,21601000,"Beef, bacon, cooked",Quantity not specified,13
2705856,21601000,"Beef, bacon, cooked",Guideline amount on regular sandwich,16
2705856,21601000,"Beef, bacon, cooked","1 cup, pieces",84
2705856,21601000,"Beef, bacon, cooked","1 oz, raw (yield after cooking)",9
2705856,21601000,"Beef, bacon, cooked","1 slice, cooked (approx .8 oz, raw)",6.5
2705857,21601010,"Beef, bacon, reduced sodium, cooked",Guideline amount on regular sandwich,12
2705857,21601010,"Beef, bacon, reduced sodium, cooked","1 oz, raw (yield after cooking)",9
2705857,21601010,"Beef, bacon, reduced sodium, cooked",Quantity not specified,13
2705857,21601010,"Beef, bacon, reduced sodium, cooked","1 slice, cooked (approx .8 oz, raw)",6.5
2705857,21601010,"Beef, bacon, reduced sodium, cooked",Guideline amount if topping,6
2705857,21601010,"Beef, bacon, reduced sodium, cooked","1 cup, pieces",84
2705857,21601010,"Beef, bacon, reduced sodium, cooked","1 oz, cooked",28.35
2705858,21602000,"Beef, dried, chipped, uncooked",1 jar (2.5 oz),71
2705858,21602000,"Beef, dried, chipped, uncooked",1 cup,121
2705858,21602000,"Beef, dried, chipped, uncooked",1 oz,28.35
2705858,21602000,"Beef, dried, chipped, uncooked",1 slice,9
2705858,21602000,"Beef, dried, chipped, uncooked",Quantity not specified,40
2705859,21602010,"Beef, dried, chipped, cooked in fat","1 oz, yield after cooking",27
2705859,21602010,"Beef, dried, chipped, cooked in fat","1 cup, diced",128
2705859,21602010,"Beef, dried, chipped, cooked in fat",Quantity not specified,43
2705859,21602010,"Beef, dried, chipped, cooked in fat","1 oz, cooked",28.35
2705860,21602100,Beef jerky,1 Big Jerk,6.7
2705860,21602100,Beef jerky,1 Giant Jerk,18
2705860,21602100,Beef jerky,1 Slim Jim,9.6
2705860,21602100,Beef jerky,1 cubic inch,12
2705860,21602100,Beef jerky,"1 cup, pieces",90
2705860,21602100,Beef jerky,1 Super Jerk,9.8
2705860,21602100,Beef jerky,Quantity not specified,30
2705861,21701010,Baby Toddler beef,1 tablespoon,15
2705861,21701010,Baby Toddler beef,Quantity not specified,70
2705861,21701010,Baby Toddler beef,1 jar,70
2705862,22000100,"Pork, NFS",1 cubic inch,17
2705862,22000100,"Pork, NFS",Quantity not specified,60
2705862,22000100,"Pork, NFS",1 cup,135
2705862,22000100,"Pork, NFS",1 oz yields,20
2705862,22000100,"Pork, NFS","1 slice, any size",30
2705863,22002000,"Pork, ground",Quantity not specified,85
2705863,22002000,"Pork, ground",1 cubic inch,17
2705863,22002000,"Pork, ground",1 patty,85
2705863,22002000,"Pork, ground",1 oz yields,20
2705863,22002000,"Pork, ground",1 cup,125
2705864,22002050,"Pork, carnitas",1 oz yields,20
2705864,22002050,"Pork, carnitas",1 cup,135
2705864,22002050,"Pork, carnitas",Quantity not specified,135
2705865,22002800,Pork jerky,Quantity not specified,42
2705865,22002800,Pork jerky,1 cubic inch,20
2705865,22002800,Pork jerky,"1 cup, pieces",126
2705865,22002800,Pork jerky,"1 strip (approx 4-1/2"" long)",5
2705866,22101000,"Pork, chop, NS as to fat eaten","1 slice, any size",30
2705866,22101000,"Pork, chop, NS as to fat eaten",1 thick,180
2705866,22101000,"Pork, chop, NS as to fat eaten",1 oz yields,20
2705866,22101000,"Pork, chop, NS as to fat eaten",1 regular,120
2705866,22101000,"Pork, chop, NS as to fat eaten",1 cubic inch,17
2705866,22101000,"Pork, chop, NS as to fat eaten",Quantity not specified,120
2705866,22101000,"Pork, chop, NS as to fat eaten",1 cup,135
2705866,22101000,"Pork, chop, NS as to fat eaten",1 thin,90
2705867,22101010,"Pork, chop, lean and fat eaten",1 cup,135
2705867,22101010,"Pork, chop, lean and fat eaten",1 oz yields,20
2705867,22101010,"Pork, chop, lean and fat eaten",1 thick,180
2705867,22101010,"Pork, chop, lean and fat eaten",1 cubic inch,17
2705867,22101010,"Pork, chop, lean and fat eaten",1 thin,90
2705867,22101010,"Pork, chop, lean and fat eaten",1 regular,120
2705867,22101010,"Pork, chop, lean and fat eaten",Quantity not specified,120
2705867,22101010,"Pork, chop, lean and fat eaten","1 slice, any size",30
2705868,22101020,"Pork, chop, lean only eaten","1 slice, any size",30
2705868,22101020,"Pork, chop, lean only eaten",1 thick,180
2705868,22101020,"Pork, chop, lean only eaten",1 oz yields,20
2705868,22101020,"Pork, chop, lean only eaten",1 cubic inch,17
2705868,22101020,"Pork, chop, lean only eaten",1 thin,90
2705868,22101020,"Pork, chop, lean only eaten",1 regular,120
2705868,22101020,"Pork, chop, lean only eaten",Quantity not specified,120
2705868,22101020,"Pork, chop, lean only eaten",1 cup,135
2705869,22101300,"Pork, chop, coated, NS as to fat eaten",1 thick,180
2705869,22101300,"Pork, chop, coated, NS as to fat eaten",1 cubic inch,17
2705869,22101300,"Pork, chop, coated, NS as to fat eaten",Quantity not specified,120
2705869,22101300,"Pork, chop, coated, NS as to fat eaten",1 oz yields,20
2705869,22101300,"Pork, chop, coated, NS as to fat eaten","1 slice, any size",30
2705869,22101300,"Pork, chop, coated, NS as to fat eaten",1 thin,90
2705869,22101300,"Pork, chop, coated, NS as to fat eaten",1 regular,120
2705869,22101300,"Pork, chop, coated, NS as to fat eaten",1 cup,135
2705870,22101310,"Pork, chop, coated, lean and fat eaten",1 cup,135
2705870,22101310,"Pork, chop, coated, lean and fat eaten",Quantity not specified,120
2705870,22101310,"Pork, chop, coated, lean and fat eaten",1 oz yields,20
2705870,22101310,"Pork, chop, coated, lean and fat eaten","1 slice, any size",30
2705870,22101310,"Pork, chop, coated, lean and fat eaten",1 thick,180
2705870,22101310,"Pork, chop, coated, lean and fat eaten",1 cubic inch,17
2705870,22101310,"Pork, chop, coated, lean and fat eaten",1 regular,120
2705870,22101310,"Pork, chop, coated, lean and fat eaten",1 thin,90
2705871,22101320,"Pork, chop, coated, lean only eaten",1 thin,90
2705871,22101320,"Pork, chop, coated, lean only eaten",1 oz yields,20
2705871,22101320,"Pork, chop, coated, lean only eaten",1 cup,135
2705871,22101320,"Pork, chop, coated, lean only eaten",1 thick,180
2705871,22101320,"Pork, chop, coated, lean only eaten",1 cubic inch,17
2705871,22101320,"Pork, chop, coated, lean only eaten",Quantity not specified,120
2705871,22101320,"Pork, chop, coated, lean only eaten","1 slice, any size",30
2705871,22101320,"Pork, chop, coated, lean only eaten",1 regular,120
2705872,22101330,"Pork, chop, stuffed","1 chop, any size",180
2705872,22101330,"Pork, chop, stuffed",1 oz yields,20
2705872,22101330,"Pork, chop, stuffed",1 cup,135
2705872,22101330,"Pork, chop, stuffed",1 cubic inch,17
2705872,22101330,"Pork, chop, stuffed",Quantity not specified,180
2705873,22201100,"Pork, steak, NS as to fat eaten","1 steak, any size",120
2705873,22201100,"Pork, steak, NS as to fat eaten",1 cup,135
2705873,22201100,"Pork, steak, NS as to fat eaten",1 cubic inch,17
2705873,22201100,"Pork, steak, NS as to fat eaten",Quantity not specified,120
2705873,22201100,"Pork, steak, NS as to fat eaten",1 oz yields,20
2705873,22201100,"Pork, steak, NS as to fat eaten","1 slice, any size",30
2705874,22201110,"Pork, steak, lean and fat eaten","1 steak, any size",120
2705874,22201110,"Pork, steak, lean and fat eaten",Quantity not specified,120
2705874,22201110,"Pork, steak, lean and fat eaten",1 cup,135
2705874,22201110,"Pork, steak, lean and fat eaten",1 cubic inch,17
2705874,22201110,"Pork, steak, lean and fat eaten","1 slice, any size",30
2705874,22201110,"Pork, steak, lean and fat eaten",1 oz yields,20
2705875,22201120,"Pork, steak, lean only eaten","1 steak, any size",120
2705875,22201120,"Pork, steak, lean only eaten","1 slice, any size",30
2705875,22201120,"Pork, steak, lean only eaten",Quantity not specified,120
2705875,22201120,"Pork, steak, lean only eaten",1 cup,135
2705875,22201120,"Pork, steak, lean only eaten",1 cubic inch,17
2705875,22201120,"Pork, steak, lean only eaten",1 oz yields,20
2705876,22201400,"Pork, steak, coated",1 cup,135
2705876,22201400,"Pork, steak, coated",Quantity not specified,120
2705876,22201400,"Pork, steak, coated",1 oz yields,20
2705876,22201400,"Pork, steak, coated","1 slice, any size",30
2705876,22201400,"Pork, steak, coated","1 steak, any size",120
2705876,22201400,"Pork, steak, coated",1 cubic inch,17
2705877,22210300,"Pork, tenderloin",Quantity not specified,60
2705877,22210300,"Pork, tenderloin",1 cubic inch,17
2705877,22210300,"Pork, tenderloin",1 oz yields,20
2705877,22210300,"Pork, tenderloin",1 cup,135
2705877,22210300,"Pork, tenderloin","1 slice, any size",30
2705878,22311000,Ham,1 thick slice,90
2705878,22311000,Ham,Quantity not specified,60
2705878,22311000,Ham,1 regular/thin slice,60
2705878,22311000,Ham,1 oz yields,20
2705878,22311000,Ham,1 cubic inch,17
2705878,22311000,Ham,1 cup,135
2705879,22311450,"Ham, prosciutto",1 surface inch,0.35
2705879,22311450,"Ham, prosciutto","1 oz, boneless",28.35
2705879,22311450,"Ham, prosciutto",1 cup,56
2705879,22311450,"Ham, prosciutto",Quantity not specified,57
2705879,22311450,"Ham, prosciutto",1 thin slice,9.2
2705879,22311450,"Ham, prosciutto","1 slice, NFS",9.2
2705880,22311500,"Ham, canned",1 oz yields,20
2705880,22311500,"Ham, canned",1 cup,135
2705880,22311500,"Ham, canned",1 regular/thin slice,60
2705880,22311500,"Ham, canned",1 cubic inch,17
2705880,22311500,"Ham, canned",Quantity not specified,60
2705880,22311500,"Ham, canned",1 thick slice,90
2705881,22321110,"Ham, ground",1 cup,125
2705881,22321110,"Ham, ground",1 oz yields,20
2705881,22321110,"Ham, ground",Quantity not specified,85
2705881,22321110,"Ham, ground",1 patty,85
2705882,22400100,"Pork, roast",1 cup,135
2705882,22400100,"Pork, roast",1 oz yields,20
2705882,22400100,"Pork, roast",1 thick slice,90
2705882,22400100,"Pork, roast",Quantity not specified,60
2705882,22400100,"Pork, roast",1 cubic inch,17
2705882,22400100,"Pork, roast",1 regular/thin slice,60
2705883,22431000,"Pork, roll","1 slice, any size",30
2705883,22431000,"Pork, roll",Quantity not specified,60
2705884,22501010,"Canadian bacon, cooked","1 oz, cooked",28.35
2705884,22501010,"Canadian bacon, cooked","1 cubic inch, cooked",18
2705884,22501010,"Canadian bacon, cooked",1 slice,23
2705884,22501010,"Canadian bacon, cooked","1 oz, raw (yield after cooking)",23
2705884,22501010,"Canadian bacon, cooked",Quantity not specified,46
2705885,22600100,"Bacon, NS as to type of meat, cooked",Guideline amount on regular sandwich,16
2705885,22600100,"Bacon, NS as to type of meat, cooked",1 medium slice (yield after cooking),8
2705885,22600100,"Bacon, NS as to type of meat, cooked",Guideline amount if topping,8
2705885,22600100,"Bacon, NS as to type of meat, cooked",1 thin slice (yield after cooking),5
