fdc_id,food_code,description,portion_description,gram_weight
2709442,71203020,"Potato chips, popped, flavored",1 100 calorie package,18
2709442,71203020,"Potato chips, popped, flavored",1 large single serving bag,85
2709442,71203020,"Potato chips, popped, flavored",1 medium single serving bag,57
2709442,71203020,"Potato chips, popped, flavored",1 cup,20
2709443,71203030,"Potato chips, popped, NFS",1 large single serving bag,85
2709443,71203030,"Potato chips, popped, NFS",1 cup,20
2709443,71203030,"Potato chips, popped, NFS",1 chip,1
2709443,71203030,"Potato chips, popped, NFS",1 small single serving bag,28
2709443,71203030,"Potato chips, popped, NFS",Quantity not specified,28
2709443,71203030,"Potato chips, popped, NFS",1 100 calorie package,18
2709443,71203030,"Potato chips, popped, NFS",1 medium single serving bag,57
2709444,71205020,"Potato sticks, plain",1 large single serving bag,85
2709444,71205020,"Potato sticks, plain",1 100 calorie package,18
2709444,71205020,"Potato sticks, plain",1 small single serving bag,28
2709444,71205020,"Potato sticks, plain",Quantity not specified,28
2709444,71205020,"Potato sticks, plain",10 sticks,3
2709444,71205020,"Potato sticks, plain",1 cup,38
2709444,71205020,"Potato sticks, plain",1 medium single serving bag,57
2709445,71205030,"Potato sticks, flavored",Quantity not specified,28
2709445,71205030,"Potato sticks, flavored",1 cup,38
2709445,71205030,"Potato sticks, flavored",10 sticks,3
2709445,71205030,"Potato sticks, flavored",1 100 calorie package,18
2709445,71205030,"Potato sticks, flavored",1 small single serving bag,28
2709445,71205030,"Potato sticks, flavored",1 large single serving bag,85
2709445,71205030,"Potato sticks, flavored",1 medium single serving bag,57
2709446,71205040,"Potato sticks, fry shaped",1 small single serving bag,28
2709446,71205040,"Potato sticks, fry shaped",10 sticks,3
2709446,71205040,"Potato sticks, fry shaped",1 cup,38
2709446,71205040,"Potato sticks, fry shaped",Quantity not specified,28
2709446,71205040,"Potato sticks, fry shaped",1 large single serving bag,85
2709446,71205040,"Potato sticks, fry shaped",1 100 calorie package,18
2709446,71205040,"Potato sticks, fry shaped",1 medium single serving bag,57
2709447,71220000,Vegetable chips,1 large single serving bag,85
2709447,71220000,Vegetable chips,1 medium single serving bag,57
2709447,71220000,Vegetable chips,Quantity not specified,30
2709447,71220000,Vegetable chips,1 chip,2
2709447,71220000,Vegetable chips,1 small single serving bag,28
2709447,71220000,Vegetable chips,1 100 calorie package,20
2709447,71220000,Vegetable chips,1 cup,30
2709448,71305015,"Potato, scalloped, NFS",Quantity not specified,125
2709448,71305015,"Potato, scalloped, NFS",1 cup,250
2709449,71305020,"Potato, scalloped, from fast food or restaurant",1 cup,250
2709449,71305020,"Potato, scalloped, from fast food or restaurant",Quantity not specified,125
2709450,71305030,"Potato, scalloped, from fresh",Quantity not specified,125
2709450,71305030,"Potato, scalloped, from fresh",1 cup,250
2709451,71305040,"Potato, scalloped, from fresh, with meat",1 cup,250
2709451,71305040,"Potato, scalloped, from fresh, with meat",Quantity not specified,125
2709452,71305050,"Potato, scalloped, from dry mix",1 cup,250
2709452,71305050,"Potato, scalloped, from dry mix",Quantity not specified,125
2709453,71305060,"Potato, scalloped, from dry mix, with meat",1 cup,250
2709453,71305060,"Potato, scalloped, from dry mix, with meat",Quantity not specified,125
2709454,71305070,"Potato, scalloped, ready-to-heat",Quantity not specified,125
2709454,71305070,"Potato, scalloped, ready-to-heat",1 cup,250
2709455,71305080,"Potato, scalloped, ready-to-heat, with meat",Quantity not specified,125
2709455,71305080,"Potato, scalloped, ready-to-heat, with meat",1 cup,250
2709456,71400990,"Potato, french fries, NFS","1 fry, NS as to shape",5
2709456,71400990,"Potato, french fries, NFS",1 shoestring,2
2709456,71400990,"Potato, french fries, NFS",1 cup,60
2709456,71400990,"Potato, french fries, NFS",Quantity not specified,110
2709456,71400990,"Potato, french fries, NFS",1 straight cut,5
2709456,71400990,"Potato, french fries, NFS",1 waffle,8
2709456,71400990,"Potato, french fries, NFS",1 wedge,9
2709456,71400990,"Potato, french fries, NFS",1 spiral or curly,8
2709456,71400990,"Potato, french fries, NFS",1 crinkle cut,5
2709457,71401000,"Potato, french fries, NS as to fresh or frozen",Quantity not specified,110
2709457,71401000,"Potato, french fries, NS as to fresh or frozen","1 oz, raw, yields",15
2709457,71401000,"Potato, french fries, NS as to fresh or frozen",1 spiral or curly,8
2709457,71401000,"Potato, french fries, NS as to fresh or frozen",1 cup,60
2709457,71401000,"Potato, french fries, NS as to fresh or frozen",1 wedge,9
2709457,71401000,"Potato, french fries, NS as to fresh or frozen",1 waffle,8
2709457,71401000,"Potato, french fries, NS as to fresh or frozen",1 crinkle cut,5
2709457,71401000,"Potato, french fries, NS as to fresh or frozen",1 shoestring,2
2709457,71401000,"Potato, french fries, NS as to fresh or frozen",1 straight cut,5
2709457,71401000,"Potato, french fries, NS as to fresh or frozen","1 fry, NS as to shape",5
2709458,71401010,"Potato, french fries, from fresh, fried",1 crinkle cut,5
2709458,71401010,"Potato, french fries, from fresh, fried","1 fry, NS as to shape",5
2709458,71401010,"Potato, french fries, from fresh, fried",1 waffle,8
2709458,71401010,"Potato, french fries, from fresh, fried","1 large, raw, yields",100
2709458,71401010,"Potato, french fries, from fresh, fried","1 small, raw, yields",50
2709458,71401010,"Potato, french fries, from fresh, fried","1 medium, raw, yields",70
2709458,71401010,"Potato, french fries, from fresh, fried",1 shoestring,2
2709458,71401010,"Potato, french fries, from fresh, fried","1 oz, raw, yields",15
2709458,71401010,"Potato, french fries, from fresh, fried",1 wedge,9
2709458,71401010,"Potato, french fries, from fresh, fried",1 spiral or curly,8
2709458,71401010,"Potato, french fries, from fresh, fried",1 straight cut,5
2709458,71401010,"Potato, french fries, from fresh, fried",1 cup,60
2709458,71401010,"Potato, french fries, from fresh, fried",Quantity not specified,110
2709459,71401015,"Potato, french fries, from fresh, baked",1 cup,60
2709459,71401015,"Potato, french fries, from fresh, baked","1 medium, raw, yields",70
2709459,71401015,"Potato, french fries, from fresh, baked",1 straight cut,5
2709459,71401015,"Potato, french fries, from fresh, baked","1 oz, raw, yields",15
2709459,71401015,"Potato, french fries, from fresh, baked","1 large, raw, yields",100
2709459,71401015,"Potato, french fries, from fresh, baked",1 waffle,8
2709459,71401015,"Potato, french fries, from fresh, baked",1 wedge,9
2709459,71401015,"Potato, french fries, from fresh, baked",1 crinkle cut,5
2709459,71401015,"Potato, french fries, from fresh, baked","1 fry, NS as to shape",5
2709459,71401015,"Potato, french fries, from fresh, baked","1 small, raw, yields",50
2709459,71401015,"Potato, french fries, from fresh, baked",1 shoestring,2
2709459,71401015,"Potato, french fries, from fresh, baked",Quantity not specified,110
2709459,71401015,"Potato, french fries, from fresh, baked",1 spiral or curly,8
2709460,71401020,"Potato, french fries, from frozen, baked",1 crinkle cut,5
2709460,71401020,"Potato, french fries, from frozen, baked",1 shoestring,2
2709460,71401020,"Potato, french fries, from frozen, baked",Quantity not specified,110
2709460,71401020,"Potato, french fries, from frozen, baked",1 straight cut,5
2709460,71401020,"Potato, french fries, from frozen, baked",1 waffle,8
2709460,71401020,"Potato, french fries, from frozen, baked",1 cup,60
2709460,71401020,"Potato, french fries, from frozen, baked",1 spiral or curly,8
2709460,71401020,"Potato, french fries, from frozen, baked",1 wedge,9
2709460,71401020,"Potato, french fries, from frozen, baked","1 fry, NS as to shape",5
2709461,71401030,"Potato, french fries, fast food",1 straight cut,5
2709461,71401030,"Potato, french fries, fast food",1 shoestring,2
2709461,71401030,"Potato, french fries, fast food",1 spiral or curly,8
2709461,71401030,"Potato, french fries, fast food","1 fry, NS as to shape",5
2709461,71401030,"Potato, french fries, fast food",1 wedge,9
2709461,71401030,"Potato, french fries, fast food",Quantity not specified,110
2709461,71401030,"Potato, french fries, fast food",1 kids meal order,70
2709461,71401030,"Potato, french fries, fast food",1 cup,60
2709461,71401030,"Potato, french fries, fast food",1 crinkle cut,5
2709461,71401030,"Potato, french fries, fast food",1 large fast food order,180
2709461,71401030,"Potato, french fries, fast food",1 medium fast food order,145
2709461,71401030,"Potato, french fries, fast food",1 small fast food order,110
2709461,71401030,"Potato, french fries, fast food",1 value/dollar menu order,85
2709461,71401030,"Potato, french fries, fast food",1 waffle,8
2709462,71401031,"Potato, french fries, restaurant",1 medium fast food order,145
2709462,71401031,"Potato, french fries, restaurant",1 wedge,9
2709462,71401031,"Potato, french fries, restaurant",Quantity not specified,110
2709462,71401031,"Potato, french fries, restaurant",1 large fast food order,180
2709462,71401031,"Potato, french fries, restaurant",1 shoestring,2
2709462,71401031,"Potato, french fries, restaurant",1 cup,60
2709462,71401031,"Potato, french fries, restaurant",1 waffle,8
2709462,71401031,"Potato, french fries, restaurant",1 crinkle cut,5
2709462,71401031,"Potato, french fries, restaurant",1 value/dollar menu order,85
2709462,71401031,"Potato, french fries, restaurant",1 straight cut,5
2709462,71401031,"Potato, french fries, restaurant","1 fry, NS as to shape",5
2709462,71401031,"Potato, french fries, restaurant",1 spiral or curly,8
2709462,71401031,"Potato, french fries, restaurant",1 small fast food order,110
2709462,71401031,"Potato, french fries, restaurant",1 kids meal order,70
2709463,71401032,"Potato, french fries, from frozen, fried",1 shoestring,2
2709463,71401032,"Potato, french fries, from frozen, fried",1 wedge,9
2709463,71401032,"Potato, french fries, from frozen, fried",1 cup,60
2709463,71401032,"Potato, french fries, from frozen, fried",Quantity not specified,110
2709463,71401032,"Potato, french fries, from frozen, fried",1 waffle,8
2709463,71401032,"Potato, french fries, from frozen, fried",1 crinkle cut,5
2709463,71401032,"Potato, french fries, from frozen, fried",1 spiral or curly,8
2709463,71401032,"Potato, french fries, from frozen, fried",1 straight cut,5
2709463,71401032,"Potato, french fries, from frozen, fried","1 fry, NS as to shape",5
2709464,71401033,"Potato, french fries, school","1 fry, any cut",5
2709464,71401033,"Potato, french fries, school",Quantity not specified,110
2709464,71401033,"Potato, french fries, school",1 cup,60
2709465,71401039,"Potato, french fries, with cheese, fast food / restaurant",1 medium fast food order,222
2709465,71401039,"Potato, french fries, with cheese, fast food / restaurant",1 kids meal order,107
2709465,71401039,"Potato, french fries, with cheese, fast food / restaurant",1 value/dollar menu order,130
2709465,71401039,"Potato, french fries, with cheese, fast food / restaurant",Quantity not specified,130
2709465,71401039,"Potato, french fries, with cheese, fast food / restaurant",1 cup,92
2709465,71401039,"Potato, french fries, with cheese, fast food / restaurant","1 fry, any cut",8
2709465,71401039,"Potato, french fries, with cheese, fast food / restaurant",1 small fast food order,169
2709465,71401039,"Potato, french fries, with cheese, fast food / restaurant",1 large fast food order,276
2709466,71401041,"Potato, french fries, with cheese, school",Quantity not specified,245
2709466,71401041,"Potato, french fries, with cheese, school","1 fry, any cut",11
2709466,71401041,"Potato, french fries, with cheese, school",1 cup,135
2709467,71401045,"Potato, french fries, with chili, fast food / restaurant",1 value/dollar menu order,130
2709467,71401045,"Potato, french fries, with chili, fast food / restaurant",1 cup,92
2709467,71401045,"Potato, french fries, with chili, fast food / restaurant","1 fry, any cut",8
2709467,71401045,"Potato, french fries, with chili, fast food / restaurant",1 kids meal order,107
2709467,71401045,"Potato, french fries, with chili, fast food / restaurant",Quantity not specified,130
2709467,71401045,"Potato, french fries, with chili, fast food / restaurant",1 large fast food order,276
2709467,71401045,"Potato, french fries, with chili, fast food / restaurant",1 medium fast food order,222
2709467,71401045,"Potato, french fries, with chili, fast food / restaurant",1 small fast food order,169
2709468,71401050,"Potato, french fries, with chili and cheese, fast food / restaurant",1 kids meal order,145
2709468,71401050,"Potato, french fries, with chili and cheese, fast food / restaurant",1 small fast food order,227
2709468,71401050,"Potato, french fries, with chili and cheese, fast food / restaurant",1 cup,124
2709468,71401050,"Potato, french fries, with chili and cheese, fast food / restaurant",1 medium fast food order,300
2709468,71401050,"Potato, french fries, with chili and cheese, fast food / restaurant",1 large fast food order,372
2709468,71401050,"Potato, french fries, with chili and cheese, fast food / restaurant","1 fry, any cut",10
2709468,71401050,"Potato, french fries, with chili and cheese, fast food / restaurant",1 value/dollar menu order,175
